City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
638,Mount Isa,AU,77.0,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
639,Mecca,SA,67.53,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
641,Bac Lieu,VN,76.1,few clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
643,Adeje,ES,64.99,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
644,Zhuhai,CN,66.2,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
646,Sompeta,IN,75.45,clear sky,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
648,Kantunilkin,MX,84.2,scattered clouds,21.0917,-87.45,Posada Paraiso
651,Douentza,ML,76.46,few clouds,14.9951,-2.9517,Ogomono Doumbo
652,Le Port,RE,78.8,clear sky,-20.9373,55.2919,Villa Maido
653,Maragogi,BR,78.22,broken clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
654,Marawi,PH,75.0,few clouds,7.9986,124.2928,Derogongan Residence
656,Cam Ranh,VN,73.4,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
659,Safford,US,62.6,clear sky,32.834,-109.7076,SpringHill Suites by Marriott Thatcher
660,Tiarei,PF,87.01,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
664,Morondava,MG,77.65,moderate rain,-20.2833,44.2833,La Case Bambou
665,Emerald,AU,79.0,overcast clouds,-23.5333,148.1667,The Irish Village
666,Inhambane,MZ,75.16,overcast clouds,-23.865,35.3833,Oceano
669,Houma,US,68.0,light rain,29.5958,-90.7195,Courtyard by Marriott Houma
671,Natitingou,BJ,78.8,clear sky,10.3042,1.3796,Auberge Centrale
672,Katubao,PH,78.78,clear sky,5.8892,124.8294,IML Ecopark
673,Booue,GA,75.67,moderate rain,-0.0921,11.9385,Splendeur de l'équateur
674,Bosaso,SO,75.58,few clouds,11.2842,49.1816,Red Sea Hotel
675,Guadalupe Y Calvo,MX,64.31,overcast clouds,26.1,-106.9667,Hotel Pizarro
686,Chimbote,PE,76.77,clear sky,-9.0853,-78.5783,Hotel Viera Chimbote
687,Berberati,CF,74.3,clear sky,4.2612,15.7922,Prince Virgile ASSOMO-MOMORI
690,Elesbao Veloso,BR,74.7,overcast clouds,-6.2019,-42.1403,Pousada Paraiso
691,Lubu,CN,60.01,scattered clouds,23.1742,112.2809,Classic View Hotel
696,Betioky,MG,74.05,overcast clouds,-23.7167,44.3833,Bungalows Acacias Hotel
701,Ambilobe,MG,74.14,light rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
703,Chinsali,ZM,64.02,moderate rain,-10.5414,32.0816,Mwiluzi Motel Chinsali Ltd
704,Baturaja,ID,73.6,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
705,Miri,MY,77.0,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
